    0.20587E+00    0.19032E+04
    0.20860E+00    0.18484E+04
    0.21134E+00    0.17937E+04
    0.21408E+00    0.17400E+04
    0.21681E+00    0.16881E+04
    0.22548E+00    0.15439E+04
    0.23450E+00    0.14328E+04
    0.24388E+00    0.13508E+04
    0.25364E+00    0.12781E+04
    0.26378E+00    0.11963E+04
    0.27433E+00    0.11019E+04
    0.28530E+00    0.10071E+04
    0.29671E+00    0.92753E+03
    0.30858E+00    0.86506E+03
    0.32092E+00    0.80973E+03
    0.33376E+00    0.75059E+03
    0.34710E+00    0.68891E+03
    0.36099E+00    0.63336E+03
    0.37542E+00    0.58719E+03
    0.39044E+00    0.54503E+03
    0.40605E+00    0.50230E+03
    0.42230E+00    0.46146E+03
    0.43918E+00    0.42571E+03
    0.45675E+00    0.39330E+03
    0.47502E+00    0.36193E+03
    0.49402E+00    0.33268E+03
    0.51377E+00    0.30642E+03
    0.53432E+00    0.28195E+03
    0.55569E+00    0.25898E+03
    0.57792E+00    0.23803E+03
    0.60103E+00    0.21868E+03
    0.62507E+00    0.20071E+03
    0.65007E+00    0.18422E+03
    0.81184E+00    0.11239E+03
    0.10139E+01    0.67763E+02
    0.12662E+01    0.40425E+02
    0.15812E+01    0.23885E+02
    0.19747E+01    0.13991E+02
    0.24661E+01    0.81309E+01
    0.30798E+01    0.46919E+01
    0.38463E+01    0.26898E+01
    0.48034E+01    0.15330E+01
    0.59987E+01    0.86893E+00
    0.74915E+01    0.49008E+00
    0.93557E+01    0.27514E+00
    0.11684E+02    0.15382E+00
    0.14591E+02    0.85653E-01
    0.18222E+02    0.47522E-01
    0.22757E+02    0.26275E-01
    0.28420E+02    0.14481E-01
    0.35493E+02    0.79556E-02
    0.44325E+02    0.43573E-02
    0.55355E+02    0.23792E-02
    0.69130E+02    0.12949E-02
    0.86333E+02    0.70220E-03
    0.10782E+03    0.37921E-03
